paper_title,year,num_datasets,genre1,genre2,genre3,genre4,genre5,genre_clean
Heterogeneous Embedding for Subjective Artist Similarity,2009,1,Pop,NA,NA,NA,NA,Pop
The Intersection of Computational Analysis and Music Manuscripts: A New Model for Bach Source Studies of the 21st Century,2009,0,classical,NA,NA,NA,NA,Classical
On Rhythm and General Music Similarity,2009,1,recordings from 6 genres,NA,NA,NA,NA,Various
Grouping Recorded Music by Structural Similarity,2009,2,classical piano recordings,NA,NA,NA,NA,Classical
A Filter-and-Refine Indexing Method for Fast Similarity Search in Millions of Music Tracks,2009,1,30 second snippets,NA,NA,NA,NA,Various
A Measure of Melodic Similarity based on a Graph Representation of the Music Structure,2009,1,doesn't specify,NA,NA,NA,NA,Other
Modeling Harmonic Similarity Using a Generative Grammar of Tonal Harmony,2009,1,jazz,NA,NA,NA,NA,Jazz
Symbolic and Structural Representation of Melodic Expression,2009,1,folk songs, folk-like songs, christmas carols, popular music from various eras,NA,Folk
Use of Hidden Markov Models and Factored Language Models for Automatic Chord Recognition,2009,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
Auditory Spectral Summarisation for Audio Signals with Musical Applications,2009,0,Classical and Pop/Rock,NA,NA,NA,NA,Various
Cover Song Retrieval: A Comparative Study of System Component Choices,2009,4,Classical, coversongs, beatles,NA,NA,Various
Augmenting Text-based Music Retrieval with Audio Similarity: Advantages and Limitations,2009,2,western pop songs,NA,NA,NA,NA,Pop
Improving Accuracy of Polyphonic Music-to-Score Alignment,2009,1,classical,NA,NA,NA,NA,Classical
Formalizing Invariances for Content-based Music Retrieval,2009,0,NA,NA,NA,NA,NA,N/A
Calculating Similarity of Folk Song Variants with Melody-based Features,2009,1,dutch/slovenian folk songs,NA,NA,NA,NA,Folk
Automatic Generation of Lead Sheets from Polyphonic Music Signals,2009,1,Pop and Rock,NA,NA,NA,NA,"Pop, Rock"
Minimum Classification Error Training to Improve Isolated Chord Recognition,2009,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
A Method for Visualizing the Pitch Content of Polyphonic Music Signals,2009,2,Instrument samples, Pop, etc,NA,NA,Various
Prediction of Multidimensional Emotional Ratings in Music from Audio Using Multivariate Regression Models,2009,1,doesn't specify,NA,NA,NA,NA,Doesn't Specify
Optical Audio Reconstruction for Stereo Phonograph Records Using White Light Interferometry,2009,0,n/a,NA,NA,NA,NA,N/A
Song Ranking based on Piracy in Peer-to-Peer Networks,2009,1,Pop,NA,NA,NA,NA,Pop
Meter Class Profiles for Music Similarity and Retrieval,2009,2,unspecified for the first dataset, pop for the second,NA,NA,NA,Pop
Sheet Music-Audio Identification,2009,1,classical,NA,NA,NA,NA,Classical
SMERS: Music Emotion Recognition Using Support Vector Regression,2009,3,covered almost all music genres,NA,NA,NA,NA,Various
Music Mood and Theme Classification - a Hybrid Approach,2009,1,allmusic.com pages corresponding to music themes and moods,NA,NA,NA,NA,Other
Using XML-Formatted Scores in Real-Time Applications,2009,0,NA,NA,NA,NA,NA,N/A
Genre Classification Using Harmony Rules Induced from Automatic Chord Transcriptions,2009,1,popular, jazz, academic (classical),blues," celtic, pop",Various
SongExplorer: A Tabletop Application for Exploring Large Collections of Songs,2009,0,N/A,NA,NA,NA,NA,N/A
An Efficient Signal-Matching Approach to Melody Indexing and Search Using Continuous Pitch Contours and Wavelets,2009,1,Various and pop,NA,NA,NA,NA,Pop
Tonal-Atonal Classification of Music Audio Using Diffusion Maps,2009,2,classical,NA,NA,NA,NA,Classical
Easy Does It: The Electro-Acoustic Music Analysis Toolbox,2009,1,electro-acoustic,NA,NA,NA,NA,Electronic
MIR in ENP - Rule-based Music Information Retrieval from Symbolic Music Notation,2009,1,Tango music,NA,NA,NA,NA,Other
An Integrated Approach to Music Boundary Detection,2009,1,pop (both American and Japanese),NA,NA,NA,NA,Pop
Automatic Detection of Internal and Imperfect Rhymes in Rap Lyrics,2009,1,rap,NA,NA,NA,NA,Rap
Slave: A Score-Lyrics-Audio-Video-Explorer,2009,0,n/a,NA,NA,NA,NA,N/A
Lyric Extraction and Recognition on Digital Images of Early Music Sources,2009,1,Medieval Music,NA,NA,NA,NA,Other
Global Feature Versus Event Models for Folk Song Classification,2009,1,European folk,NA,NA,NA,NA,Folk
Robust Segmentation and Annotation of Folk Song Recordings,2009,1,dutch folk songs,NA,NA,NA,NA,Folk
Supporting Folk-Song Research by Automatic Metric Learning and Ranking,2009,1,Folk songs,NA,NA,NA,NA,Folk
Exploring Social Music Behavior: An Investigation of Music Selection at Parties,2009,0,N/A,NA,NA,NA,NA,N/A
Music and Geography: Content Description of Musical Audio from Different Parts of the World,2009,1,various western + nonwestern,NA,NA,NA,NA,Various
You Call That Singing? Ensemble Classification for Multi-Cultural Collections of Music Recordings,2009,1,various western and nonwestern,NA,NA,NA,NA,Various
What’s Hot? Estimating Country-specific Artist Popularity,2010,1,N/A,NA,NA,NA,NA,N/A
Identifying Repeated Patterns in Music Using Sparse Convolutive Non-negative Matrix Factorization,2010,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
Locating Tune Changes and Providing a Semantic Labelling of Sets of Irish Traditional Tunes,2010,1,Traditonal Irish,NA,NA,NA,NA,Non-Western
Approximate Note Transcription for the Improved Identification of Difficult Chords,2010,1,Not specified,NA,NA,NA,NA,Other
Concurrent Estimation of Chords and Keys from Audio,2010,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
Solving Misheard Lyric Search Queries Using a Probabilistic Model of Speech Sounds,2010,3,popular music,NA,NA,NA,NA,Pop
State of the Art Report: Music Emotion Recognition: A State of the Art Review,2010,0,n/a,NA,NA,NA,NA,N/A
Looking Through the “Glass Ceiling”: A Conceptual Framework for the Problems of Spectral Similarity,2010,1,Not specified,NA,NA,NA,NA,Other
On the Applicability of Peer-to-peer Data in Music Information Retrieval Research,2010,1,not specified,NA,NA,NA,NA,Other
A Cartesian Ensemble of Feature Subspace Classifiers for Music Categorization,2010,6,NA,NA,NA,NA,NA,Various
Improving the Generation of Ground Truths Based on Partially Ordered Lists,2010,1,Various,NA,NA,NA,NA,Various
Sparse Multi-label Linear Embedding Within Nonnegative Tensor Factorization Applied to Music Tagging,2010,1,Western popular,NA,NA,NA,NA,Pop
Learning Tags that Vary Within a Song,2010,3,Not specified,NA,NA,NA,NA,Other
Predicting High-level Music Semantics Using Social Tags via Ontology-based Reasoning,2010,2,In house had 21 genres,NA,NA,NA,NA,Various
Understanding Features and Distance Functions for Music Sequence Alignment,2010,2,orchestra, wind ensemble, classical,NA,NA,Classical
A Multi-pass Algorithm for Accurate Audio-to-Score Alignment,2010,1,classical,NA,NA,NA,NA,Classical
Accurate Real-time Windowed Time Warping,2010,1,Classical,NA,NA,NA,NA,Classical
Predicting Development of Research in Music Based on Parallels with Natural Language Processing,2010,0,n/a,NA,NA,NA,NA,N/A
A Roadmap Towards Versatile MIR,2010,0,n/a,NA,NA,NA,NA,N/A
State of the Art Report: Audio-Based Music Structure Analysis,2010,0,n/a,NA,NA,NA,NA,N/A
Music21: A Toolkit for Computer-Aided Musicology and Symbolic Music Data,2010,1,various,NA,NA,NA,NA,Various
An Audio Processing Library for MIR Application Development in Flash,2010,0,n/a,NA,NA,NA,NA,N/A
What Makes Beat Tracking Difficult? A Case Study on Chopin Mazurkas,2010,1,classical,NA,NA,NA,NA,Classical
"Upbeat and Quirky, With a Bit of a Build: Interpretive Repertoires in Creative Music Search",2010,0,n/a,NA,NA,NA,NA,N/A
A Comparative Evaluation of Algorithms for Discovering Translational Patterns in Baroque Keyboard Works,2010,0,n/a,NA,NA,NA,NA,N/A
A Multi-Perspective Evaluation Framework for Chord Recognition,2010,1,Classical (chopin Mazurka Op. 68 3),NA,NA,NA,NA,Classical
A Probabilistic Approach to Merge Context and Content Information for Music Retrieval,2010,1,Not specified,NA,NA,NA,NA,Other
A Probabilistic Subspace Model for Multi-instrument Polyphonic Transcription,2010,2,woodwind data, classical,NA,NA,NA,Classical
A Segmentation-based Tempo Induction Method,2010,1,Japanese pop songs,NA,NA,NA,NA,"Pop, Non-Western"
AMUSE (Advanced MUSic Explorer) – A Multitool Framework for Music Data Analysis,2010,1,n/a,NA,NA,NA,NA,N/A
An Improved Hierarchical Approach for Music-to-symbolic Score Alignment,2010,1,Pop,NA,NA,NA,NA,Pop
An Improved Query by Singing/Humming System Using Melody and Lyrics Information,2010,1,23 mandarin language songs genre not specified,NA,NA,NA,NA,Non-Western
An Interchange Format for Optical Music Recognition Applications,2010,0,n/a,NA,NA,NA,NA,N/A
Are Tags Better Than Audio? The Effect of Joint Use of Tags and Audio Content Features for Artistic Style Clustering,2010,1,various,NA,NA,NA,NA,Various
Automated Music Slideshow Generation Using Web Images Based on Lyrics,2010,1,pop,NA,NA,NA,NA,"Pop, Non-Western"
Automatic Characterization of Digital Music for Rhythmic Auditory Stimulation,2010,1,not specfied,NA,NA,NA,NA,Doesn't Specify
Automatic Mood Classification Using TF*IDF Based on Lyrics,2010,1,N/A,NA,NA,NA,NA,N/A
Automatic Music Tagging With Time Series Models,2010,1,western pop,NA,NA,NA,NA,Pop
Autoregressive MFCC Models for Genre Classification Improved by Harmonic-percussion Separation,2010,1,blues, classic, country, disco," hip hop, jazz, metal, pop, reggae rock",Various
Bass Playing Style Detection Based on High-level Features and Pattern Similarity,2010,2,swing, funk, blues, reggae," salsa mambo, rock, sould and motwon, africa",Various
Beat Critic: Beat Tracking Octave Error Identification By Metrical Profile Analysis,2010,1,classical, jazz, and popular,NA,NA,Various
Boosting for Multi-Modal Music Emotion Classification,2010,1,pop,NA,NA,NA,NA,Pop
Clustering Beat-Chroma Patterns in a Large Music Database,2010,2,not specified and pop,NA,NA,NA,NA,Pop
Concurrent Estimation of Chords and Keys from Audio,2010,1,Beatles,NA,NA,NA,NA,"Pop, Rock"
Collaborative Filtering Based on P2P Networks,2010,1,N/A,NA,NA,NA,NA,N/A
Combined Audio and Video Analysis for Guitar Chord Identification,2010,1,instrument recording,NA,NA,NA,NA,Single Instrument
Combining Chroma Features For Cover Version Identification,2010,1,Western pop, covers range from classical world music electronic,NA,NA,NA,Various
Combining Features Reduces Hubness in Audio Similarity,2010,2,Many (for each ds),NA,NA,NA,NA,Various
Computational Analysis of Musical Influence: A Musicological Case Study Using MIR Tools,2010,0,n/a,NA,NA,NA,NA,N/A
Crowdsourcing Music Similarity Judgments using Mechanical Turk,2010,1,N/A - similarity judgements,NA,NA,NA,NA,N/A
Decomposition Into Autonomous and Comparable Blocks: A Structural Description of Music Pieces,2010,1,Pop,NA,NA,NA,NA,Pop
Discovering Metadata Inconsistencies,2010,2,jazz, popular, classical, world music, 70 genres for metadatalib,Various
Discovery of Contrapuntal Patterns,2010,1,Not specified,NA,NA,NA,NA,Doesn't Specify
Eigenvector-based Relational Motif Discovery,2010,1,Classical,NA,NA,NA,NA,Classical
"Evaluating the Genre Classification Performance of Lyrical Features Relative to Audio, Symbolic and Cultural Features",2010,1,Blues, classical, jazz, rap, rock,Various
Evaluation of a Score-informed Source Separation System,2010,1,Not specified,NA,NA,NA,NA,Doesn't Specify
Evidence for Pianist-specific Rubato Style in Chopin Nocturnes,2010,1,Classical,NA,NA,NA,NA,Classical
Fast vs Slow: Learning Tempo Octaves from User Data,2010,1,Country, Jazz, rap, R&B, Rock,Various
"Geoshuffle: Location-Aware, Content-based Music Browsing Using Self-organizing Tag Clouds",2010,1,14 genres (not listed),NA,NA,NA,NA,Various
Handling Repeats and Jumps in Score-performance Synchronization,2010,1,Classical - beethoven,NA,NA,NA,NA,Classical
Hierarchical Co-Clustering of Artists and Tags,2010,2,various,NA,NA,NA,NA,Various
A Cartesian Ensemble of Feature Subspace Classifiers for Music Categorization,2010,6,6 genres, latin and ballroom, african music,NA,NA,Various
Improving the Generation of Ground Truths Based on Partially Ordered Lists,2010,1,N/A,NA,NA,NA,NA,N/A
IBT: A Real-time Tempo and Beat Tracking System,2010,2,ballroom, loops, acoustic, balkan-greek," choral, classical, classical solo electronic, jazz/blues, rock pop, samba",Various
Improving Auto-tagging by Modeling Semantic Co-occurrences,2010,1,NA,NA,NA,NA,NA,Various
Improving Markov Model Based Music Piece Structure Labelling with Acoustic Information,2010,3,various,NA,NA,NA,NA,Various
Infinite Latent Harmonic Allocation: A Nonparametric Bayesian Approach to Multipitch Analysis,2010,2,pop,NA,NA,NA,NA,Pop
Informed Source Separation of Orchestra and Soloist,2010,1,classical,NA,NA,NA,NA,Classical
Is There a Relation Between the Syntax and the Fitness of an Audio Feature?,2010,1,NA,NA,NA,NA,NA,Other
Islands of Gaussians: The Self Organizing Map and Gaussian Music Similarity Features,2010,1,not specified,NA,NA,NA,NA,Other
It’s Time for a Song – Transcribing Recordings of Bell-playing Clocks,2010,1,bells/clocks,NA,NA,NA,NA,Single Instrument
Learning Features from Music Audio with Deep Belief Networks,2010,1,classic, country, jazz, disco," HH, rock",Various
Learning Similarity from Collaborative Filters,2010,1,various,NA,NA,NA,NA,Various
Characterization and Similarity in A Cappella Flamenco Cantes,2010,1,Flamenco Cantes - spain,NA,NA,NA,NA,Other
Melody Extraction from Polyphonic Audio Based on Particle Filter,2010,1,unspecified,NA,NA,NA,NA,Doesn't Specify
Multiple Pitch Transcription using DBN-based Musicological Models,2010,1,pop,NA,NA,NA,NA,Pop
Modified Ais-based Classifier for Music Genre Classification,2010,1,tango, bolero, batchata, salsa," merengue, axe, forro, sertaneja, guacha, padoge",Various
Monophonic Instrument Sound Segregation by Clustering NMF Components Based on Basis Similarity and Gain Disjointness,2010,1,classical,NA,NA,NA,NA,Classical
Multiple Viewpoints Modeling of Tabla Sequences,2010,1,tabla is a percussion instrument from India,NA,NA,NA,NA,Non-Western
Music Genre Classification via Compressive Sampling,2010,1,10 genres see note,NA,NA,NA,NA,Various
Sparse Multi-label Linear Embedding Within Nonnegative Tensor Factorization Applied to Music Tagging,2010,1,western popular,NA,NA,NA,NA,Pop
Music21: A Toolkit for Computer-Aided Musicology and Symbolic Music Data,2010,0,n/a,NA,NA,NA,NA,N/A
Music Structure Discovery in Popular Music using Non-negative Matrix Factorization,2010,2,Beatles,NA,NA,NA,NA,Pop
Musical Instrument Recognition using Biologically Inspired Filtering of Temporal Dictionary Atoms,2010,4,All are instrument samples,NA,NA,NA,NA,Single Instrument
"YAAFE, an Easy to Use and Efficient Audio Feature Extraction Software",2010,1,n/a,NA,NA,NA,NA,N/A
On the Use of Microblogging Posts for Similarity Estimation and Artist Labeling,2010,2,various,NA,NA,NA,NA,Various
Parataxis: Morphological Similarity in Traditional Music,2010,1,greek folk,NA,NA,NA,NA,Folk
Pitch Class Set Categories as Analysis Tools for Degrees of Tonality,2010,1,classical,NA,NA,NA,NA,Classical
Prediction of Time-varying Musical Mood Distributions from Audio,2010,1,pop,NA,NA,NA,NA,Pop
Quantifying the Benefits of Using an Interactive Decision Support Tool for Creating Musical Accompaniment in a Particular Style,2010,1,rock,NA,NA,NA,NA,Rock
Query-by-conducting: An Interface to Retrieve Classical-music Interpretations by Real-time Tempo Input,2010,1,classical,NA,NA,NA,NA,Classical
Querying Improvised Music: Do You Sound Like Yourself?,2010,0,n/a,NA,NA,NA,NA,N/A
Real-time Polyphonic Music Transcription with Non-negative Matrix Factorization and Beta-divergence,2010,2,piano samples (both),NA,NA,NA,NA,Single Instrument
Recognising Classical Works in Historical Recordings,2010,2,Many genres in each,NA,NA,NA,NA,Various
Recognition of Variations Using Automatic Schenkerian Reduction,2010,1,classical,NA,NA,NA,NA,Classical
Scalable Genre and Tag Prediction with Spectral Covariance,2010,3,many,NA,NA,NA,NA,Various
Similarity Measures for Chinese Pop Music Based on Low-level Audio Signal Attributes,2010,1,pop, j-pop,NA,NA,NA,"Pop, Non-Western"
Singing / Rap Classification of Isolated Vocal Tracks,2010,1,Hip Hop, RB,NA,NA,NA,Hip Hop
Singing Pitch Extraction by Voice Vibrato / Tremolo Estimation and Instrument Partial Deletion,2010,2,chinese pop, not specified, dataset for melody extraction task mirex,NA,NA,"Pop, Other"
"Upbeat and Quirky, With a Bit of a Build: Interpretive Repertoires in Creative Music Search",2010,0,n/a,NA,NA,NA,NA,N/A
An Audio Processing Library for MIR Application Development in Flash,2010,1,n/a,NA,NA,NA,NA,N/A
SongWords: Exploring Music Collections Through Lyrics,2010,0,non-music,NA,NA,NA,NA,N/A
String Quartet Classification with Monophonic Models,2010,2,classical,NA,NA,NA,NA,Classical
Supervised and Unsupervised Web Document Filtering Techniques to Improve Text-Based Music Retrieval,2010,2,popular,NA,NA,NA,NA,Pop
Symbol Classification Approach for OMR of Square Notation Manuscripts,2010,1,images of manuscripts,NA,NA,NA,NA,Other
Tempo Induction Using Filterbank Analysis and Tonal Features,2010,1,ballroom and song excerpts category,NA,NA,NA,NA,Other
The Standardized Variogram as a Novel Tool for Music Similarity Evaluation,2010,1,not specified,NA,NA,NA,NA,Other
ThumbnailDJ: Visual Thumbnails of Music Content,2010,0,n/a,NA,NA,NA,NA,N/A
Timbral Qualities of Semantic Structures of Music,2010,1,alt, folk, finnish iskelma, pop," world,blues, gospel, jaz,rock,classical,heavy,soul,electronic,hh,soundtrack",Various
